,tconst,primaryTitle,originalTitle,year,runtimeMinutes,genres,averageRating,numVotes
291,tt3038808,Shhhh,Shhhh,2018,80,Horror,3.8,87
292,tt3041550,Matangi/Maya/M.I.A.,Matangi/Maya/M.I.A.,2018,96,"Biography,Documentary,Music",7.5,1371
293,tt3053228,Day of the Dead: Bloodline,Day of the Dead: Bloodline,2018,90,Horror,3.4,8777
294,tt3060342,Middle of the Night,Middle of the Night,2018,77,Horror,3.4,14
295,tt3063252,Growing Young,Growing Young,2018,74,Documentary,5.2,9
296,tt3064338,Mutant Blast,Mutant Blast,2018,83,"Action,Comedy,Horror",6.9,190
297,tt3068544,Days of Power,Days of Power,2018,102,"Action,Drama,Music",3.4,339
298,tt3070506,Don't Look,Don't Look,2018,71,Horror,3.0,109
299,tt3072732,Jim Button and Luke the Engine Driver,Jim Knopf und Lukas der Lokomotivführer,2018,110,"Adventure,Family,Fantasy",6.2,1408
300,tt3076510,Henchmen,Henchmen,2018,89,"Animation,Comedy",5.1,358
301,tt3079568,Minutes to Midnight,Minutes to Midnight,2018,91,"Action,Horror",3.4,191
302,tt3096782,The Great Mystical Circus,O Grande Circo Místico,2018,105,Drama,5.1,366
303,tt3100938,Hello & Goodbye,Hello & Goodbye,2018,76,Drama,6.9,27
304,tt3104988,Crazy Rich Asians,Crazy Rich Asians,2018,120,"Comedy,Drama,Romance",6.9,110645
305,tt3107166,Pimp,Pimp,2018,86,"Crime,Drama,Romance",4.7,596
306,tt3111306,Bad Company,Bad Company,2018,90,Action,3.3,82
307,tt3111516,The Convent,The Convent,2018,81,"History,Horror",4.0,727
308,tt3112802,Stallo Awakens,Stallo Awakens,2018,65,"Comedy,Horror",3.4,24
309,tt3113836,Strange Nature,Strange Nature,2018,100,"Drama,Horror,Mystery",4.4,357
310,tt3114938,One Girl,One Girl,2018,64,Documentary,9.0,9
311,tt3118968,The Last One,The Last One,2018,85,"Action,Adventure,Fantasy",6.1,18
312,tt3120280,Sierra Burgess Is a Loser,Sierra Burgess Is a Loser,2018,105,"Comedy,Drama,Romance",5.9,29662
313,tt3127016,Sharon 1.2.3.,Sharon 1.2.3.,2018,80,Comedy,4.6,321
314,tt3131050,Delirium,Delirium,2018,86,"Horror,Thriller",3.2,693
315,tt3132724,Hot Lead Hard Fury,Hot Lead Hard Fury,2018,118,"Action,Comedy",7.6,5
316,tt3142428,The Perfect Host: A Southern Gothic Tale,The Perfect Host: A Southern Gothic Tale,2018,93,"Drama,Horror,Thriller",4.2,124
317,tt3146022,Be Natural: The Untold Story of Alice Guy-Blaché,Be Natural: The Untold Story of Alice Guy-Blaché,2018,103,Documentary,7.5,195
318,tt3165632,5th Passenger,5th Passenger,2018,89,"Sci-Fi,Thriller",3.1,1378
319,tt3177226,True Law,True Law,2018,72,Drama,4.3,41
320,tt3177320,Must Love Horror,Must Love Horror,2018,90,"Comedy,Horror",2.1,14
321,tt3180548,The Belly of the Whale,The Belly of the Whale,2018,83,"Crime,Drama",4.6,246
322,tt3183646,Hayride: A Haunted Attraction,Hayride: A Haunted Attraction,2018,83,Comedy,7.9,7
323,tt3196418,Welcome to Essex,Welcome to Essex,2018,116,Horror,4.0,37
324,tt3200412,Manos: The Rise of Torgo,Manos: The Rise of Torgo,2018,90,Horror,5.4,28
325,tt3201640,Extinction,Extinction,2018,95,"Action,Drama,Sci-Fi",5.8,39375
326,tt3201736,Run the Race,Run the Race,2018,101,"Drama,Sport",5.9,927
327,tt3203528,Bad Samaritan,Bad Samaritan,2018,110,"Crime,Horror,Thriller",6.4,14839
328,tt3208026,Black '47,Black '47,2018,100,"Action,Drama",6.8,7812
329,tt3209242,The Bounty Killer,The Bounty Killer,2018,87,"Action,Western",6.5,8
330,tt3219686,Acts of Desperation,Acts of Desperation,2018,105,Thriller,6.1,19
331,tt3220900,Adolescence,Adolescence,2018,99,"Drama,Romance",5.4,236
332,tt3226786,Bigger,Bigger,2018,107,"Biography,Drama",6.4,1544
333,tt3240102,Solace,Solace,2018,81,Drama,5.1,48
334,tt3254614,"Clipped Wings, They Do Fly","Clipped Wings, They Do Fly",2018,80,"Crime,Drama",5.9,9
335,tt3258136,The Undetected,The Undetected,2018,53,"Action,Drama,Thriller",7.8,24
336,tt3260760,Laundry Day,Laundry Day,2018,88,"Comedy,Crime,Drama",5.0,31
337,tt3261114,The Last Race,The Last Race,2018,75,"Documentary,Sport",5.9,163
338,tt3263946,Trial by Fire,Trial by Fire,2018,127,"Biography,Drama",6.7,1170
339,tt3274690,Nathan's Kingdom,Nathan's Kingdom,2018,97,"Adventure,Drama,Sci-Fi",8.6,50
340,tt3277446,As Worlds Collide,As Worlds Collide,2018,86,Thriller,7.7,247
341,tt3289080,Asylum of Fear,Asylum of Fear,2018,79,"Horror,Mystery,Thriller",3.4,326
342,tt3289324,Drugged Out Sexed Up,Drugged Out Sexed Up,2018,65,"Comedy,Crime,Musical",5.6,5
343,tt3289724,Welcome to Marwen,Welcome to Marwen,2018,116,"Biography,Comedy,Drama",6.1,13078
344,tt3294746,The Public,The Public,2018,119,Drama,6.5,1836
345,tt3295256,Sandow,Sandow,2018,105,"Drama,Sport",8.2,9
346,tt3295734,Colossal Youth,Colossal Youth,2018,98,"Comedy,Drama,Romance",7.4,21
347,tt3302266,A Perfect 14,A Perfect 14,2018,105,Documentary,9.3,6
348,tt3302344,Fears,Fears,2018,90,Horror,4.6,8
349,tt3309874,Eleven Eleven,Eleven Eleven,2018,92,Comedy,8.6,25
350,tt3312180,The Last Man,The Last Man,2018,100,"Action,Drama,Sci-Fi",3.9,726
351,tt3313182,White Orchid,White Orchid,2018,82,"Drama,Mystery,Thriller",5.1,558
352,tt3313324,Burning Kiss,Burning Kiss,2018,81,Thriller,5.2,98
353,tt3317234,"Game Over, Man!","Game Over, Man!",2018,101,"Action,Comedy",5.4,22723
354,tt3319730,The Mercy,The Mercy,2018,112,"Adventure,Biography,Drama",6.0,6030
355,tt3323800,Chi-Town,Chi-Town,2018,82,Documentary,7.2,28
356,tt3326106,Jules of Light and Dark,Jules of Light and Dark,2018,90,Drama,6.9,18
357,tt3329456,Heartlock,Heartlock,2018,96,"Crime,Drama,Romance",5.4,177
358,tt3330948,For the Love of George,For the Love of George,2018,89,"Comedy,Drama,Romance",5.5,600
359,tt3334418,Living Among Us,Living Among Us,2018,87,"Comedy,Fantasy,Horror",5.3,1796
360,tt3339376,Skeletons in the Closet,Chop Shop,2018,82,Horror,3.8,197
361,tt3339680,Don't Go,Don't Go,2018,91,Mystery,5.2,994
362,tt3343750,Legion of Doom,Legion of Doom,2018,120,"Comedy,Drama",6.5,8
363,tt3350432,Rabbit,Rabbit,2018,92,Drama,7.5,13
364,tt3351718,Begletsy,Begletsy,2018,83,Comedy,5.0,18
365,tt3353822,Chausar,Chausar,2018,85,Drama,6.1,14
366,tt3362670,Sink,Sink,2018,85,Drama,6.0,42
367,tt3369286,Mnemophrenia,Mnemophrenia,2018,78,"Drama,Sci-Fi",8.4,8
368,tt3370702,Camp Death III in 2D!,Camp Death III in 2D!,2018,80,"Comedy,Horror",4.5,142
369,tt3373410,Troy: The Resurrection of Aeneas,Troy: The Resurrection of Aeneas,2018,60,"Action,Adventure,Animation",1.2,101
370,tt3380766,King's Gambit,King's Gambit,2018,105,"Action,Adventure,Drama",7.4,5
371,tt3385524,Stan & Ollie,Stan & Ollie,2018,98,"Biography,Comedy,Drama",7.2,22906
372,tt3390376,Apartment 407,Selling Isobel,2018,94,"Drama,Thriller",6.2,354
373,tt3397096,Two Men in Suits,Zwei Herren im Anzug,2018,139,Drama,6.0,94
374,tt3400616,Just Like My Son,Sembra mio figlio,2018,103,Drama,6.1,25
375,tt3403310,Fade Away,Fade Away,2018,110,"Action,Drama",5.2,38
376,tt3415354,Idled,Idled,2018,74,"Comedy,Drama",4.8,22
377,tt3418064,A Place in Hell,A Place in Hell,2018,85,"Horror,Thriller",3.0,209
378,tt3419036,El viaje de Keta,El viaje de Keta,2018,104,Comedy,8.0,9
379,tt3424722,New Town Utopia,New Town Utopia,2018,80,Documentary,7.3,63
380,tt3425408,I Thought You Were a Nice Man,I Thought You Were a Nice Man,2018,110,"Action,Horror,Thriller",3.2,44
381,tt3444206,Before Someone Gets Hurt,Before Someone Gets Hurt,2018,86,Horror,3.3,259
382,tt3445702,01-Jan,01-Jan,2018,85,Drama,7.3,2318
383,tt3446330,Violentia,Violentia,2018,85,"Drama,Sci-Fi",6.7,783
384,tt3451984,Another Time,Another Time,2018,89,"Adventure,Comedy,Romance",4.4,588
385,tt3452966,Hunter,Hunter,2018,90,Thriller,7.7,26
386,tt3454104,Nasumice,Nasumice,2018,83,Drama,7.0,6
387,tt3458254,Patient Zero,Patient Zero,2018,93,"Action,Drama,Horror",4.4,6264
388,tt3458510,Dude,Dude,2018,97,"Comedy,Drama",5.1,5419
389,tt3458560,The X Species,The X Species,2018,90,"Mystery,Sci-Fi,Thriller",7.0,9
390,tt3458760,The Lucky Man,The Lucky Man,2018,98,"Action,Drama,Sci-Fi",5.6,1704
391,tt3463230,37,37,2018,90,Drama,6.5,11
392,tt3473874,Strange Vibes,Strange Vibes,2018,62,"Comedy,Horror,Musical",3.3,9
393,tt3484312,Zoe and the Astronaut,Zoe and the Astronaut,2018,88,"Drama,Romance,Sci-Fi",7.0,44
394,tt3486210,Relentless,Relentless,2018,95,Thriller,4.6,278
395,tt3487610,Malevolence 3: Killer,Malevolence 3: Killer,2018,89,Horror,6.1,1683
396,tt3496790,Lez Bomb,Lez Bomb,2018,90,"Comedy,Drama",5.0,718
397,tt3503068,Deadtectives,Deadtectives,2018,92,"Comedy,Horror",6.0,535
398,tt3512606,Devil Within,Devil Within,2018,89,Thriller,6.9,12
399,tt3512626,Welcome to Unity,Welcome to Unity,2018,94,"Comedy,Documentary,Drama",7.5,8
400,tt3514532,In Searching,In Searching,2018,90,"Adventure,Drama,Western",4.8,20
401,tt3517306,Welcome to Curiosity,Welcome to Curiosity,2018,95,Thriller,5.4,1140
402,tt3525168,Dead in a Week (Or Your Money Back),Dead in a Week (Or Your Money Back),2018,90,"Action,Comedy,Drama",6.2,3894
403,tt3526622,Slay Belles,Slay Belles,2018,77,"Adventure,Horror",4.1,208
404,tt3533612,Citizen Clark... A Life of Principle,Citizen Clark... A Life of Principle,2018,95,Documentary,7.2,23
405,tt3543360,Andhra Mess,Andhra Mess,2018,97,Comedy,3.3,22
406,tt3543918,The Second Coming of Christ,The Second Coming of Christ,2018,92,"Action,Drama,Family",4.9,328
407,tt3552348,My Brother's Name Is Robert and He Is an Idiot,Mein Bruder heißt Robert und ist ein Idiot,2018,180,Drama,5.5,180
408,tt3554336,Loslassen,Loslassen,2018,115,Drama,7.8,11
409,tt3555514,The Griddle House,The Griddle House,2018,86,Drama,5.8,72
410,tt3559274,Der Wald,Der Wald,2018,138,Drama,7.7,6
411,tt3562148,Rolling Elvis,Rolling Elvis,2018,90,"Comedy,Family",7.0,5
412,tt3563342,The Middle of X,The Middle of X,2018,81,Drama,4.0,125
413,tt3565066,Dance Baby Dance,Dance Baby Dance,2018,93,Drama,6.4,104
414,tt3580692,Abducted,Diverted Eden,2018,110,"Action,Crime,Drama",7.9,34
415,tt3588588,Backtrace,Backtrace,2018,92,"Action,Crime,Drama",3.7,2281
416,tt3589224,Owned: A Tale of Two Americas,Owned: A Tale of Two Americas,2018,83,Documentary,4.9,291
417,tt3593946,Natureplay,Natureplay,2018,87,"Documentary,Family",8.1,7
418,tt3606756,Incredibles 2,Incredibles 2,2018,118,"Action,Adventure,Animation",7.7,217516
419,tt3615952,eHero,eHero,2018,85,"Drama,Sport",6.0,430
420,tt3619070,Along Came the Devil,Tell Me Your Name,2018,89,"Drama,Horror,Thriller",3.8,998
421,tt3625782,Trained to Kill,Trained to Kill,2018,105,Action,8.1,15
422,tt3628356,Aswang,Aswang,2018,85,"Horror,Thriller",3.9,55
423,tt3628574,State Like Sleep,State Like Sleep,2018,104,Drama,4.2,600
424,tt3638444,Sever,Sever,2018,97,"Mystery,Thriller",3.9,70
425,tt3641064,Ingenium,Ingenium,2018,87,Thriller,5.5,16
426,tt3643544,Glass Jaw,Glass Jaw,2018,98,"Drama,Sport,Thriller",7.2,3806
427,tt3643612,Chocolate Oyster,Chocolate Oyster,2018,76,"Drama,Romance",6.8,21
428,tt3645988,Abgeschnitten,Abgeschnitten,2018,132,"Action,Crime,Horror",6.7,1474
429,tt3661570,Pretty Broken,Pretty Broken,2018,103,"Comedy,Drama",6.4,595
430,tt3665498,Beyond the Sky,Beyond the Sky,2018,82,"Mystery,Sci-Fi,Thriller",5.9,3120
431,tt3674018,When You No Longer Love Me,Cuando dejes de quererme,2018,101,"Crime,Drama,Mystery",6.1,192
432,tt3680820,Mi pequeño gran hombre,Mi pequeño gran hombre,2018,94,Comedy,3.6,109
433,tt3685236,Ibiza,Ibiza,2018,94,"Comedy,Romance",5.2,13586
434,tt3685490,Avalanche,Avalanche,2018,83,"Comedy,Drama",3.6,110
435,tt3689528,Uberzombiefrau,Uberzombiefrau,2018,109,Horror,5.4,22
436,tt3693252,Gilda Sue Rosenstern: The Motion Picture!,Gilda Sue Rosenstern: The Motion Picture!,2018,90,Comedy,9.3,9
437,tt3695346,The Harvesting,The Harvesting,2018,92,"Horror,Thriller",3.8,340
438,tt3696764,350 Days,350 Days,2018,108,"Documentary,Sport",7.2,69
439,tt3701610,Silence Patton,Silence Patton,2018,85,Documentary,6.7,41
440,tt3709552,The Last Witness,The Last Witness,2018,97,"History,Thriller",5.5,1326
441,tt3711510,The Warning,El aviso,2018,92,"Crime,Drama,Fantasy",5.9,3795
442,tt3713222,The Long Road to War,The Long Road to War,2018,117,Documentary,9.6,69
443,tt3714492,Hello I Love You,Hello I Love You,2018,100,Comedy,5.8,136
444,tt3721964,Gringo,Gringo,2018,111,"Action,Comedy,Crime",6.1,22709
445,tt3722052,Dirty Dead Con Men,Dirty Dead Con Men,2018,85,"Action,Crime,Drama",4.5,70
446,tt3722234,Gosnell: The Trial of America's Biggest Serial Killer,Gosnell: The Trial of America's Biggest Serial Killer,2018,93,"Crime,Drama",6.7,3861
447,tt3728130,Looking for Rohmer,Xun zhao Luo Mai,2018,83,Drama,4.9,26
448,tt3728852,North Blvd,North Blvd,2018,128,Drama,6.6,12
449,tt3729034,Time Will Tell,Time Will Tell,2018,79,"Drama,Sci-Fi,Thriller",5.7,68
450,tt3731778,The Endless Love of Salome,The Endless Love of Salome,2018,90,Drama,7.8,8
451,tt3732280,When Angels Sleep,Cuando los ángeles duermen,2018,91,"Drama,Thriller",5.4,2226
452,tt3737030,A punk Daydream,Lamunan Oi!,2018,75,"Documentary,Drama",6.4,23
453,tt3739884,Fists of Love,Fists of Love,2018,91,Drama,7.4,10
454,tt3745558,I Before Thee,I Before Thee,2018,82,"Drama,Thriller",3.5,101
455,tt3746266,Unraveling Lies,Unraveling Lies,2018,77,Mystery,7.1,7
456,tt3754662,Recall,Recall,2018,73,"Crime,Drama,Thriller",2.8,200
457,tt3756780,Cold Pressed,Cold Pressed,2018,90,Thriller,4.9,57
458,tt3759298,Ashes in the Snow,Ashes in the Snow,2018,98,"Drama,History,Romance",6.7,4420
459,tt3759912,Ladyworld,Ladyworld,2018,93,Thriller,3.2,230
460,tt3764198,Hibiscus,Hibiscus,2018,78,"Comedy,Drama,Fantasy",6.6,327
461,tt3766354,The Equalizer 2,The Equalizer 2,2018,121,"Action,Crime,Thriller",6.7,107626
462,tt3766382,Public Disturbance,Public Disturbance,2018,84,Comedy,3.0,549
463,tt3767208,Dark Vale,Dark Vale,2018,84,Horror,3.9,82
464,tt3767278,Bayou Caviar,Bayou Caviar,2018,111,"Crime,Drama,Mystery",5.9,1188
465,tt3769038,Body Keepers,Body Keepers,2018,82,Thriller,2.8,132
466,tt3778644,Solo: A Star Wars Story,Solo: A Star Wars Story,2018,135,"Action,Adventure,Fantasy",6.9,239985
467,tt3780688,My Month with Mrs Potter,My Month with Mrs Potter,2018,88,Drama,6.0,33
468,tt3783510,A Dog and Pony Show,A Dog & Pony Show,2018,85,"Comedy,Family",2.9,38
469,tt3786198,Shiner,Shiner,2018,94,Drama,3.6,100
470,tt3799232,The Kissing Booth,The Kissing Booth,2018,105,"Comedy,Romance",6.1,48487
471,tt3801032,Diciembres,Diciembres,2018,88,Drama,7.2,13
472,tt3807352,Chasing Red,Chasing Red,2018,68,"Action,Adventure,Documentary",9.0,45
473,tt3809960,Antidote,Treasure Hunter: Legend of the White Witch,2018,90,"Action,Adventure,Horror",2.7,215
474,tt3812432,Terminal,Terminal,2018,165,"Drama,Mystery",7.6,8
475,tt3813018,Bride of Violence,Bride of Violence,2018,82,"Horror,Thriller",5.3,44
476,tt3813404,Groupies,Groupies,2018,82,Thriller,3.0,28
477,tt3823392,Love Sonia,Love Sonia,2018,122,Drama,7.4,1023
478,tt3824722,Remember the Sultana,Remember the Sultana,2018,96,Documentary,9.1,23
479,tt3829266,The Predator,The Predator,2018,107,"Action,Adventure,Sci-Fi",5.4,103135
480,tt3833682,Tinker',Tinker',2018,97,"Drama,Family,Sci-Fi",5.2,685
481,tt3846674,To All the Boys I've Loved Before,To All the Boys I've Loved Before,2018,99,"Drama,Romance",7.2,68486
482,tt3848304,Spin the Plate,Spin the Plate,2018,111,Drama,8.8,12
483,tt3848600,Broken Contract,Broken Contract,2018,95,"Action,Comedy,Crime",3.9,107
484,tt3855546,Nureyev,Nureyev,2018,109,Documentary,6.8,132
485,tt3859382,"God Bless You, Mr. Vonnegut","God Bless You, Mr. Vonnegut",2018,66,"Comedy,Documentary",9.1,14
486,tt3875548,Eco-Teens Save The World!,On the Wing,2018,95,"Adventure,Comedy,Family",5.8,43
487,tt3882054,Toss It,Toss It,2018,115,"Comedy,Drama,Romance",8.8,16
488,tt3889462,Revolt in Hokum,The Madness of Tellaralette Seville,2018,86,Drama,2.6,14
489,tt3891436,Phantom Cowboys,Phantom Cowboys,2018,93,Documentary,6.2,23
490,tt3892172,Leave No Trace,Leave No Trace,2018,109,Drama,7.2,37585
491,tt3892962,Thicker Than Water,Thicker Than Water,2018,72,Drama,6.6,17
492,tt3894958,Paranormal Demons,Paranormal Demons,2018,96,Horror,6.1,443
493,tt3895908,Seeds,Seeds,2018,90,"Horror,Thriller",3.7,184
494,tt3905764,The Neighbor,The Neighbor,2018,105,"Romance,Thriller",5.3,3635
495,tt3907284,Tolko ne oni,Tolko ne oni,2018,90,Comedy,2.6,117
496,tt3908826,Deadly Crush,Deadly Crush,2018,85,"Horror,Thriller",6.3,505
497,tt3911166,Where's the Soul?,Where's the Soul?,2018,70,Documentary,7.4,5
498,tt3920820,Brian Banks,Brian Banks,2018,99,"Biography,Drama,Sport",6.4,528
499,tt3951826,Technology,Technology,2018,73,Fantasy,4.4,5
500,tt3953420,King of Beasts,King of Beasts,2018,86,"Action,Adventure,Documentary",5.8,43
501,tt3954646,Ánimas,Ánimas,2018,83,"Horror,Thriller",4.7,829
502,tt3955246,Love Is Blind,Love Is Blind,2018,76,Comedy,5.5,24
503,tt3956336,American Dresser,American Dresser,2018,97,"Adventure,Drama",5.0,248
504,tt3957914,Origin Story,Origin Story,2018,106,Documentary,7.7,116
505,tt3960240,The After Party,The After Party,2018,120,"Comedy,Music",5.8,3213
506,tt3960820,Land,Land,2018,111,Drama,7.1,68
507,tt3962164,Q-4: Dream Corporation,Q-4: Dream Corporation,2018,90,Sci-Fi,4.2,5
508,tt3967878,Illang: The Wolf Brigade,Inrang,2018,139,"Action,Sci-Fi",6.0,2844
509,tt3973724,The Surrounding Game,The Surrounding Game,2018,97,"Documentary,Drama,History",6.6,288
510,tt3978358,Tommy Battles the Silver Sea Dragon,Tommy Battles the Silver Sea Dragon,2018,110,"Fantasy,Musical",5.7,46
511,tt3983996,Living Room Coffin,Living Room Coffin,2018,82,"Comedy,Drama",5.5,17
512,tt4003070,Diamond Dust,Diamond Dust,2018,162,"Crime,Drama,Mystery",7.8,2239
513,tt4003440,The House That Jack Built,The House That Jack Built,2018,152,"Crime,Drama,Horror",6.8,42793
514,tt4006302,Level 16,Level 16,2018,102,"Sci-Fi,Thriller",5.9,3182
515,tt4008864,Pink Cloud Syndrome,Rosa moln,2018,80,Drama,6.2,76
516,tt4009728,United Skates,United Skates,2018,89,Documentary,7.0,299
517,tt4011544,No Viajaré Escondida,No Viajaré Escondida,2018,108,Documentary,7.7,9
518,tt4012916,The Green Ghost,The Green Ghost,2018,95,"Action,Adventure,Comedy",6.2,26
519,tt4015500,The Tale,The Tale,2018,114,"Drama,Mystery,Thriller",7.3,12007
520,tt4016674,108 Costuras,108 Costuras,2018,110,"Drama,Family,Sport",4.6,52
521,tt4019346,Brutal,Brutal,2018,67,Horror,4.6,108
522,tt4026044,Genezis,Genezis,2018,120,Drama,6.1,286
523,tt4035304,Balash Tebosni,Balash Tebosni,2018,100,Comedy,5.7,196
524,tt4037876,Rafaël,Rafaël,2018,105,Drama,6.5,112
525,tt4039842,Apocalypsis,Apocalypsis,2018,90,"Fantasy,Mystery,Thriller",7.8,25
526,tt4042818,The Death and Life of John F. Donovan,The Death and Life of John F. Donovan,2018,123,Drama,6.1,2494
527,tt4052050,He's Out There,He's Out There,2018,89,"Horror,Thriller",5.2,5365
528,tt4057146,I'll Be Next Door for Christmas,I'll Be Next Door for Christmas,2018,100,"Comedy,Family",5.4,644
529,tt4060006,No Estoy Loca,No Estoy Loca,2018,116,"Comedy,Drama",5.5,604
530,tt4065382,The Head Thieves,The Head Thieves,2018,84,"Adventure,Comedy",7.0,15
531,tt4067358,Not Welcome,Not Welcome,2018,93,Comedy,6.9,9
532,tt4068576,The Nightingale,The Nightingale,2018,136,"Adventure,Drama,Thriller",7.2,1889
533,tt4073790,The Darkest Minds,The Darkest Minds,2018,104,"Action,Adventure,Drama",5.7,24069
534,tt4076500,Future Language: The Dimensions of Von LMO,Future Language: The Dimensions of Von LMO,2018,90,"Biography,Documentary,Music",6.9,10
535,tt4076648,Backyard Wilderness,Backyard Wilderness,2018,42,"Documentary,Drama,Family",8.6,14
536,tt4080400,"Fear, Love, and Agoraphobia","Fear, Love, and Agoraphobia",2018,90,"Comedy,Drama",5.7,114
537,tt4084672,"So, You Want to Be a Gangster?","So, You Want to Be a Gangster?",2018,103,"Comedy,Crime,Drama",7.5,20
538,tt4085258,The Last Horsemen of New York,The Last Horsemen of New York,2018,79,Documentary,7.0,10
539,tt4086018,Charming,Charming,2018,85,"Adventure,Animation,Comedy",5.6,1716
540,tt4087816,Interlaced,Interlaced,2018,92,Horror,4.4,96
541,tt4103470,Mistrust,Mistrust,2018,90,"Drama,Romance",5.9,891
542,tt4103724,Forever My Girl,Forever My Girl,2018,108,"Drama,Music,Romance",6.7,11677
543,tt4110388,Superlopez,Superlópez,2018,108,"Action,Comedy,Sci-Fi",5.3,2207
544,tt4113346,The City of Gold,The City of Gold,2018,99,"Action,Adventure,Horror",3.3,141
545,tt4114302,Phir Se...,Phir Se...,2018,118,Romance,5.6,175
546,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,2018,134,"Adventure,Family,Fantasy",6.6,183146
547,tt4123650,Alterscape,Alterscape,2018,90,"Action,Sci-Fi,Thriller",5.8,1362
548,tt4130484,Demon House,Demon House,2018,111,"Horror,Thriller",5.2,4947
549,tt4131496,The Vanishing,Keepers,2018,107,"Crime,Drama,Mystery",5.8,9815
550,tt4136644,The Ultimate Rally,The Ultimate Rally,2018,107,"Adventure,Mystery,Thriller",8.1,44
551,tt4136828,2:Hrs,2:Hrs,2018,85,Family,5.4,403
552,tt4138254,Cómplices,Cómplices,2018,88,"Comedy,Romance",4.6,137
553,tt4150978,Warrior Women,Warrior Women,2018,65,"Documentary,History",7.4,25
554,tt4151198,Give Till It Hurts,Give Till It Hurts,2018,93,"Comedy,Drama",7.7,17
555,tt4151320,Always at The Carlyle,Always at The Carlyle,2018,92,Documentary,6.2,298
556,tt4154756,Avengers: Infinity War,Avengers: Infinity War,2018,149,"Action,Adventure,Sci-Fi",8.5,719146
557,tt4154916,Replicas,Replicas,2018,107,"Drama,Sci-Fi,Thriller",5.5,22743
558,tt4156300,Great White Code Red,Great White Code Red,2018,46,Documentary,8.2,6
559,tt4157058,Mihkel,Mihkel,2018,100,"Biography,Crime,Drama",6.6,75
560,tt4161376,3:15 AM,3:15 AM,2018,95,Horror,8.0,320
561,tt4168280,At the End of the Day,At the End of the Day,2018,108,"Comedy,Drama",4.8,156
